# Archive/proxy
#	Ice core
#--------------------
# Contribution Date
#	Date: 2012-03-13 18:12:58
#--------------------
# Title
#	Study Name: NGRIP1  Ice core d18O
#--------------------
#	Investigators: 
#--------------------
# Description and Notes
#--------------------
# Publication
#	Citation: Vinther, B. M. and Clausen, H. B. and Johnsen, S. J. and Rasmussen, S. O. and Andersen, K. K. and Buchardt, S. L. and Dahl-Jensen, D. and Seierstad, I. K. and Siggaard-Andersen, M.-L. and Steffensen, J. P. and Svensson, A. and Olsen, J. and Heinemeier, J.
#	Journal Name: Journal of Geophysical Research
#	Published Title: A synchronized dating of three Greenland ice cores throughout the Holocene
#	Published Date: 2006
#	DOI: 200610.1029/2005JD006921
#	Abstract: 
#----------------------
#	Science Keywords: PAGES 2k Network, PAGES Arctic 2k, Arctic 2k, temperature, annual resolution
#-------------------- 
# Site Name
#	Region: Greenland
#	Country: 
#	Northmost Latitude: 75.1
# 	Southmost Latitude: 75.1
# 	Eastmost Longitute: -42.32
# 	Westmost Longitute: -42.32
# 	Elevation: 2917
#------------------
# Data Collection  
#	Core Name: NGRIP1
#	First Year: 0
#	Last Year: 1995
#	Time Unit: AD
#------------------
#  Searchable Controlled Keywords
#	>ice core>oxygen isotopes>delta 18O per mille 
#----------------
# Variables 
#	age_AD	Age (years AD)
#	d18OiceSMOW	delta18O ice (per mil SMOW)
# 
age_AD	d18OiceSMOW
333	-34.96
332	-34.68
331	-33.98
330	-35.42
329	-36.08
328	-36.93
327	-35.39
326	-35.41
325	-35.56
324	-34.33
323	-35.22
322	-36.13
321	-35.71
320	-35.12
319	-34.85
318	-36.28
317	-36.6
316	-35.3
315	-36.29
314	-36.3
313	-35.64
312	-35.56
311	-34.89
310	-33.64
309	-33.25
308	-34.42
307	-35.93
306	-35.94
305	-35.47
304	-37.26
303	-35.02
302	-33.74
301	-34.53
300	-35.47
299	-35.8
298	-35.47
297	-35.58
296	-35.18
295	-36.78
294	-37.43
293	-36.91
292	-35.59
291	-35.09
290	-35.85
289	-36.07
288	-35.69
287	-36.27
286	-35.42
285	-36.88
284	-34.83
283	-34.76
282	-34.96
281	-35.13
280	-36.7
279	-34.66
278	-36.14
277	-35.14
276	-34.98
275	-34.65
274	-35.62
273	-35.01
272	-34.63
271	-35
270	-33.88
269	-33.87
268	-33.23
267	-33.86
266	-33.77
265	-36.05
264	-36.96
263	-34.73
262	-35.69
261	-36.01
260	-35.89
259	-36.39
258	-37.79
257	-35.93
256	-32.87
255	-34.34
254	-33.97
253	-34.64
252	-35.38
251	-36.24
250	-35.06
249	-34.24
248	-34.26
247	-36.33
246	-36.79
245	-35.82
244	-37.52
243	-35.64
242	-35.11
241	-35.82
240	-37.75
239	-36.82
238	-34.51
237	-34.15
236	-36.38
235	-37.08
234	-35.46
233	-34.99
232	-36.09
231	-37.62
230	-38.03
229	-35.42
228	-35.66
227	-36.33
226	-36.11
225	-36.42
224	-35.25
223	-35.08
222	-35.11
221	-35.4
220	-36.11
219	-35.69
218	-35.58
217	-34.91
216	-35.44
215	-34.78
214	-35.11
213	-36.7
212	-35.67
211	-34.68
210	-35.28
209	-35.71
208	-36.22
207	-35.52
206	-35.69
205	-35.57
204	-35.97
203	-35.85
202	-34.55
201	-34.33
200	-35.44
199	-34.58
198	-35.98
197	-35.9
196	-36.44
195	-35.27
194	-34.69
193	-35.53
192	-35.19
191	-35.44
190	-36.19
189	-35.44
188	-34.55
187	-35.82
186	-35.64
185	-35.91
184	-35.07
183	-35.9
182	-34.82
181	-35.47
180	-36
179	-34.78
178	-32.42
177	-33.69
176	-33.63
175	-33.99
174	-33.6
173	-34.45
172	-35.07
171	-36.34
170	-37.44
169	-36.12
168	-35.41
167	-38.69
166	-38.48
165	-36.06
164	-36.96
163	-36.53
162	-35.04
161	-35.61
160	-34.57
159	-33.85
158	-36.73
157	-36.2
156	-35.58
155	-34.86
154	-36.79
153	-35.28
152	-33.97
151	-33.72
150	-35.3
149	-34.44
148	-33.28
147	-32.08
146	-34.99
145	-35.67
144	-35.94
143	-36.92
142	-34.93
141	-35.38
140	-35.07
139	-35.17
138	-36.04
137	-34.51
136	-34.47
135	-34.87
134	-34.88
133	-34.71
132	-33.83
131	-35.53
130	-34.73
129	-35.82
128	-37.53
127	-36.57
126	-35.93
125	-36.64
124	-36.4
123	-35.3
122	-35.32
121	-35.67
120	-34.57
119	-33.45
118	-34.12
117	-34.89
116	-34.79
115	-35.56
114	-36.54
113	-35.71
112	-34
111	-34.16
110	-32.85
109	-32.5
108	-34.54
107	-34.68
106	-35.84
105	-35.55
104	-34.77
103	-34.67
102	-33.43
101	-33.35
100	-34.09
99	-36.08
98	-36.12
97	-35.14
96	-35.55
95	-37.4
94	-34.85
93	-35.35
92	-35.78
91	-34.87
90	-34.59
89	-33.59
88	-33.54
87	-34.01
86	-34.13
85	-36.17
84	-34.88
83	-33.49
82	-35.36
81	-34.82
80	-36.1
79	-35.04
78	-34.26
77	-34.65
76	-35.35
75	-33.79
74	-32.71
73	-34.43
72	-34.28
71	-33.43
70	-35.08
69	-36.17
68	-35.08
67	-33.81
66	-33.6
65	-34.2
64	-34.44
63	-34.58
62	-34.25
61	-33.83
60	-33.9
59	-34.29
58	-34.7
57	-32.77
56	-34.03
55	-34.46
54	-33.49
53	-35.52
52	-32.42
51	-32.6
50	-35.4
49	-34.9
48	-34.81
47	-36.1
46	-35.02
45	-34.87
44	-35.53
43	-35.63
42	-35.68
41	-35.66
40	-35.77
39	-34.76
38	-33.58
37	-35.28
36	-34.16
35	-35.02
34	-34.29
33	-33.93
32	-35.33
31	-34.18
30	-34.76
29	-35.66
28	-35.31
27	-34.56
26	-35
25	-35.75
24	-36.51
23	-36.45
22	-34.94
21	-36.75
20	-36.91
19	-36.04
18	-36.07
17	-35.21
16	-35.47
15	-35.47
14	-34.02
13	-36.35
12	-36.21
11	-36.69
10	-34.67
9	-34.07
8	-36.32
7	-36.81
6	-34.71
5	-33.54
4	-34.06
3	-35.48
2	-36.28
1	-33.69
0	-34.16
