PAGES ID,Arc_1,Arc_2,Arc_3,Arc_4,Arc_5,Arc_6,Arc_7,Arc_8,Arc_9,Arc_10,Arc_11,Arc_12,Arc_13,Arc_14,Arc_15,Arc_16,Arc_17,Arc_18,Arc_19,Arc_20,Arc_21,Arc_22,Arc_23,Arc_24,Arc_25,Arc_26,Arc_27,Arc_28,Arc_29,Arc_30,Arc_31,Arc_32,Arc_33,Arc_34,Arc_35,Arc_36,Arc_37,,Arc_38,,Arc_39,,Arc_40,,Arc_41,,Arc_42,,Arc_43,,Arc_44,,Arc_45,,Arc_46,,Arc_47,,Arc_48,,Arc_49,,Arc_50,,Arc_51,,Arc_52,,Arc_53,,Arc_54,,Arc_55,,Arc_56,,Arc_57,,Arc_58,,Arc_59,
641,0.061,633,286,0.06889,,,,,,,,8.08,,0.66,14.5652,,,,,1.19543541,0.9,0.168,-0.04,,,4883,,,,,59.39,-33.81,-29.62,-36.76,-30.04,-37.06,,,,,,,,,,,,,,,-28.17,5,,,,,,,,,,,,,,,,,,,,,,,,,6.7,5.5,,,,
642,0.109,997,472,0.05015,,,,,,,,7.73,,0.89,13.5769,,,,,0.53123927,0.9,0.223,-0.14,,,3641,,,,,62.086,-35,-29.62,-36.9,-31.44,-37.14,,,,,,,,,,,,,,,,,,,,,,,30.3312,3.76171,,,,,,,,,,,,,,,,,,,,,,
643,0.119,498,683,0.0146,,,,,,,,7.07,,0.66,13.462,,,,,0.92955438,2,0.376,0.01,,,4168,,,,,65.767,-35.38,-29.62,-37.73,-27.7,-36.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-27.82,5
644,0.396,1129,400,0.05088,,,,,,,,7.39,,0.91,13.8002,,,,,0.53110861,1,0.363,-0.05,,,4339,,,,,71.571,-34.69,-29.62,-37.44,-29.46,-37.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
645,0.255,704,623,0.01922,,,,,,,,8.64,,0.76,15.6959,,,,,1.19484744,1.6,0.244,-0.05,,,4844,,,,,85.1,-33.93,-29.56,-35,-27.52,-36.04,,,,,,,,,11.6,1.8571428571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
646,0.071,866,454,0.01437,,,,,,,,8.02,,0.74,14.0564,,,,,0.99558378,0.7,0.194,-0.13,,,3671,,,,,78.621,-33.91,-29.4,-36.47,-28.7,-39.43,,,,,,,13.92,57.3083333333,,,,,,,-28.22,5,,,,,,,,,,,,,,,,,,,,,,,,,8.2,5,,,,
647,0.124,1251,676,0.01553,,,,,,,,6.42,,0.91,14.0987,,,,,0.46454865,0.9,0.221,0.07,,,5698,,,,,79.083,-36.61,-29.4,-37.67,-30.42,-39.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
648,0.194,625,643,0.11839,,,,,,,,6.99,,0.94,12.5119,,,,,0.99533903,1,0.197,0.04,,,5405,,,,,91.04,-36.96,-29.4,-35.38,-29.26,-35.96,,,10.5614,12.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.255,13.95,,,,,,,-27.52,5
649,0.106,938,892,0.05064,,,,,,,,7.82,,0.76,14.9028,,,,,0.46443446,1.7,0.215,-0.15,,,6126,,,,,73.292,-35.7,-29.4,-38.86,-30.04,-38.74,,,,,,,,,,,,,,,,,,,,,6.964,5.3237,,,,,,,,,,,,,,,,,,,,,,,,
650,0.101,979,642,0.03984,,,,,,,,7.38,,0.71,13.2699,,,,,0.46437739,0.9,0.221,-0.1,,,4209,,,,,59.897,-33.85,-28.87,-36.76,-30.79,-39.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
651,0.116,757,1282,0.02917,,,,,,,,6.64,,0.61,12.3853,,,,,0.79597771,1.9,0.271,0.05,,,3596,,,,,71.333,-35.19,-28.5,-36.35,-30.25,-37.98,,,,,,,,,,,,,,,-28.84,5,,,,,,,,,,,,,,,,,,,,,,,,,8.1,5.5,,,,
652,0.091,1053,776,0.0405,,,,,,,,8.32,,1.3,13.9629,,,,,1.12749655,1.3,0.265,-0.14,,,4216,,,,,60.857,-34.47,-28.5,-35.4,-27.14,-36.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
653,0.124,1082,984,0.02416,,,,,,,,7.58,,1.07,12.2435,,,,,0.53052143,1,0.238,-0.07,,,4045,,,,,71.303,-34.71,-28.5,-36.88,-27.37,-35.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-27.61,5
654,0.25,352,1193,0.01829,,,,,,,,7.3,,1.3,14.7779,,,,,0.53045627,2.7,0.241,-0.07,,,4195,,,,,79.172,-34.84,-28.5,-36.92,-29.12,-36.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
655,0.109,1389,769,0.04897,,,,,,,,6.19,,1.07,12.2673,,,,,0.99448336,2.4,0.138,-0.1,,,3567,,,,,62.294,-35.9,-27.8,-37.87,-27.81,-37.49,,,,,,,,,,,,,-0.635,43,,,-24.128,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
656,0.833,492,1014,0.02718,,,,,,,,7.71,,1.02,14.3931,,,,,0.530326,1.3,0.162,-0.13,,,3819,,,,,60.026,-34.78,-27.71,-35.97,-26.64,-36.02,,,,,,,,,,,,,,,-28.24,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
657,0.24,1133,1406,0.11597,,,,,,,,8.09,,0.76,14.3442,,,,,0.46397827,0.6,0.229,-0.13,,,3502,,,,,65.514,-33.62,-27.71,-34.73,-28.17,-36.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.8,5.5,,,,
658,0.121,1239,1264,0.03364,,,,,,,,7.73,,0.81,13.1283,,,,,0.9941171,4.2,0.276,-0.09,,,6937,,,,,60.207,-34.45,-27.71,-35.84,-29.75,-35.69,,,,,,,,,,,,,,,,,,,,,,,,,-6.915965004,26.7,,,,,,,,,,,,,,,,,,,-27.16,5
659,0.091,1595,1057,0.09129,,,,,,,,6.42,,0.71,13.2086,,,,,0.79519606,1.1,0.206,0.05,,,3612,,,,,63,-34.6,-27.79,-35.92,-29.86,-37.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.664,25,,,,,,,,,,,,
660,0.071,1397,915,0.03545,,,,,,,,7.56,,1.02,12.1436,,,,,0.53006564,0.7,0.265,0.09,,,4193,,,,,82.829,-32.94,-28.11,-36.82,-28.38,-37.9,,,,,10.9,12.5,,,,,,,,,,,,,,,,,26.1986,3.74102,,,,,16.3229,50,,,,,,,,,,,,,,,,
661,0.056,848,569,0.05062,,,,,,,,6.75,,0.86,13.5787,,,,,0.46375052,0.4,0.221,-0.08,,,4695,,,,,110.552,-33.83,-28.11,-36.37,-28.54,-34.91,,,10.2711,12.7,,,,,,,,,,,-27.71,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662,0.033,623,1192,0.04051,,,,,,,,6.51,,0.79,11.731,,,,,0.5961775,1,0.185,-0.33,,,4094,,,,,79.485,-34.24,-28.11,-36.35,-30.03,-36.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.9,5,,,,
663,0.141,832,735,0.02178,,,,,,,,7.49,,0.89,12.5083,,,,,0.46363672,1.8,0.215,-0.21,,,3613,,,,,93.296,-36.06,-28.11,-35.79,-28.89,-39.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-26.84,5
664,0.192,1080,1248,0.01726,,,,,,,,7.07,,0.66,12.3106,,,,,0.92715969,0.9,0.215,0.14,,,6622,,,,,83.32,-33.87,-28.62,-39.1,-30.45,-37.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
665,0.073,563,1079,0.01614,,,,,,,,6.9,,0.89,12.231,,,,,0.92704596,0.6,0.168,-0.2,,,4965,,,,,69.45,-32.86,-29.04,-36.52,-26.02,-35.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666,0.162,981,1375,0.0342,,,,,,,,7.13,,0.69,14.5336,,,,,0.86072282,1.6,0.244,-0.21,,,3819,,,,,67.606,-34.89,-29.04,-37.13,-27.8,-41.03,,,,,,,,,,,,,,,-27.28,5,,,,,,,,,,,,,,,,,,,,,1.135,18.65,,,,,,,,
667,0.144,1110,1072,0.05516,,,,,,,,7.91,,0.81,15.0817,,,,,0.52961063,1.4,0.162,-0.21,,,4763,,,,,77.757,-36.37,-29.04,-35.42,-29.29,-37.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,5.5,,,,
668,0.104,788,853,0.08123,,,,,,,,7.99,,1.17,12.7934,,,,,0.92670495,3.4,0.194,-0.21,,,5067,,,,,64.868,-34.93,-29.04,-38.03,-27.84,-38.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-28.22,5
669,0.167,425,1082,0.02526,,,,,,,,6.82,,0.81,12.2212,,,,,1.4560721,1.5,0.194,-0.21,,,3749,,,,,67.517,-34.27,-29,-37.48,-28.36,-36.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670,0.086,1476,607,0.0526,,,,,,,,7.83,,0.84,13.0966,,,,,1.19118568,0.6,0.215,-0.21,,,2954,,,,,70.946,-34.59,-28.99,-32.98,-28.43,-35.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
671,0.051,966,940,0.08311,,,,,,,,8.34,,1.12,14.1984,,,,,0.66168871,0.9,0.215,-0.22,,,4102,,,,,77.176,-35.21,-28.99,-35.74,-28.96,-37.24,,,,,,,,,,,,,,,-26.28,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672,0.063,747,1084,0.05158,,,,,,,,8.24,,0.94,12.6306,,,,,0.8600899,2.1,0.135,-0.33,,,3927,,,,,87.265,-34.79,-28.99,-38.23,-29.31,-38.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3,12.75,,
673,0.073,951,1830,0.0473,,,,,,,,8.04,,1.19,12.8553,,,,,0.92613716,1.4,0.165,-0.28,,,3989,,,,,74.615,-34.88,-29.05,-35.64,-28.09,-35.31,,,10.2439,12.5,,,,,,,14.0824,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.6,5.5,,,-27.13,5
674,0.192,1190,1500,0.01679,,,,,,,,9.12,,0.74,12.996,,,,,0.46301184,1.3,0.129,-0.28,,,3381,,,,,75.68,-36.94,-29.21,-35.29,-27.51,-35.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
675,0.179,1193,799,0.01371,,,,,,,,8.25,,1.04,13.6545,,,,,1.52113825,5.2,0.221,-0.33,,,3759,,,,,59.536,-37.19,-29.21,-37.88,-28.79,-38.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
676,0.129,768,1186,0.03892,,,,,,,,6.47,,1.09,13.2166,,,,,0.39677007,5.5,0.206,-0.23,,,3393,,,,,59.935,-36.93,-29.21,-33.22,-28.86,-37.57,,,,,,,,,,,,,,,-26.08,5,,,,,6.7734,5.3237,,,,,,,,,,,,,,,,,,,,,,,,
677,0.129,719,1602,0.02522,,,,,,,,8.03,,1.02,11.4879,,,,,1.05792392,0.9,0.144,-0.34,,,3363,,,,,73,-35.37,-29.21,-36.84,-27.42,-39.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
678,0.141,246,865,0.01052,,,,,,,,8.1,,0.81,13.1159,,,,,0.66112148,1.8,0.203,-0.21,,,3298,,,,,68.862,-37.06,-29.8,-39.66,-31.84,-40.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.8,5,,,-26.94,5
679,0.328,836,902,0.06509,,,,,,,,7.52,,0.94,12.5599,,,,,0.33052026,1.5,0.194,-0.31,,,3640,,,,,71.55,-37.64,-30.04,-38.75,-30.76,-40.53,,,,,,,,,,,,,,,,,,,,,,,16.4558,3.716155,,,,,,,,,,,,,,,,,,,,,,
680,0.28,1397,802,0.01677,,,,,,,,8.03,,0.97,11.9858,,,,,0.7931515,1.4,0.241,-0.36,,,3032,,,,,80.829,-34.6,-30.04,-39.25,-29.76,-38.62,,,,,,,,,,,,,,,,,-24.5117,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
681,0.121,1057,829,0.02628,,,,,,,,7.73,,0.99,11.901,,,,,1.38784521,0.9,0.753,-0.27,,,4349,,,,,68.857,-34.6,-30.04,-37.6,-29.23,-36.58,,,,,,,,,,,,,,,-26.88,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682,0.101,145,530,0.03361,,,,,,,,8.02,,1.47,12.973,,,,,0.39647867,2.3,0.25,-0.26,,,2615,,,,,60.745,-37.7,-29.92,-38.01,-31.44,-37.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
683,0.068,256,1203,0.01467,,,,,,,,9.01,,0.91,13.1579,,,,,0.6607169,1.2,0.212,-0.27,,,4005,,,,,72.685,-34.88,-28.93,-37.38,-30.41,-37.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.8,5.5,,,-27.57,5
684,0.073,859,439,0.0115,,,,,,,,6.75,,1.19,13.222,,,,,0.59457244,1.5,0.144,-0.27,,,3136,,,,,84.724,-34.84,-28.93,-40.28,-29.44,-37.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.37,25,,,,,,,,,,,,
685,0.331,1069,1374,0.01258,,,,,,,,7.07,,0.71,10.3715,,,,,2.57616533,0.6,0.218,-0.14,,,3777,,,,,61.634,-34.9,-28.93,-37.09,-28.6,-32.82,,,,,,,,,,,,,,,,,,,,,,,,,-6.884931965,26.7,,,,,,,,,,,1.115,13.95,,,,,,,,
686,0.088,764,1173,0.0314,,,,,,,,8.53,,1.19,14.2031,,,,,0.72652184,0.3,0.662,-0.07,,,4478,,,,,64.38,-34.2,-28.93,-35.47,-29.1,-37.63,,,10.9432,12.5,,,,,,,,,,,-26.88,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
687,0.124,895,623,0.02932,,,,,,,,7.28,,1.07,12.4361,,,,,1.05662976,1.1,0.238,0.02,,,3057,,,,,76.868,-36.18,-28.62,-38.35,-29.24,-36.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
688,0.131,858,811,0.12259,,,,,,,,8.61,,0.94,11.949,,,,,0.39618769,1,0.291,-0.08,,,3300,,,,,81.246,-36.36,-28.34,-34.97,-28.78,-36.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-28.2,5
689,0.04,222,1245,0.02831,,,,,,,,8.63,,0.84,13.6443,,,,,2.04671941,1.4,0.218,-0.08,,,4355,,,,,93.393,-35.18,-28.34,-37.14,-28.95,-36.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.3,5.5,,,,
690,0.253,101,1042,0.01673,,,,,,,,8.84,,0.69,13.2669,,,,,0.66015133,1.7,0.388,0.13,,,4035,,,,,97.381,-34.07,-28.34,-36.67,-28.41,-37.83,,,,,10.9,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
691,0.086,1122,1116,0.02197,,,,,,,,7.92,,0.53,14.0301,,,,,2.04621891,0.3,0.194,-0.29,,,3953,,,,,100.286,-34.47,-28.34,-39.49,-27.84,-40.13,,,,,,,,,,,,,,,-26.42,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
692,0.179,1082,1482,0.0461,,,,,,,,7.1,,0.69,11.7006,,,,,0.7919879,0.7,0.171,-0.17,,,3772,,,,,90.158,-35.09,-27.79,-36.02,-29.08,-35.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
693,0.278,694,948,0.02512,,,,,,,,8.05,,0.86,12.1704,,,,,0.52792739,0.4,0.173,0.1,,,2491,,,,,84.963,-35.73,-27.76,-38.55,-28.66,-37.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-27.3,5
694,0.144,1120,1825,0.01048,,,,,,,,7.24,,0.58,14.0508,,,,,1.38564003,0.9,0.118,0.04,,,4167,,,,,87.267,-36.22,-27.76,-33.57,-26.42,-35.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.085,9.35,,,7.6,5,,,,
695,0.684,1024,1159,0.01987,,,,,,,,8.17,,0.84,12.7926,,,,,0.59377315,3.2,0.332,0.04,,,3284,,,,,92.286,-36.01,-27.76,-35.59,-28.91,-38.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
696,0.306,1172,2059,0.02095,,,,,,,,9.17,,0.58,12.5806,,,,,1.38530139,2.5,0.394,0.09,,,3503,,,,,92.393,-34.64,-27.62,-37.55,-29.5,-40.44,,,,,,,,,,,,,,,-26.73,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697,0.177,573,1475,0.02194,,,,,,,,9.16,,0.66,13.0683,,,,,1.05533877,0.7,0.341,-0.23,,,3797,,,,,89.52,-34.92,-27.41,-38.39,-28.73,-39.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
698,0.336,921,1583,0.03655,,,,,,,,7.84,,0.99,12.3593,,,,,0.46165431,1.3,0.415,-0.23,,,4137,,,,,93.333,-35.17,-27.41,-34.27,-27.17,-38.31,,,10.1856,12.4,,,,,,,,,-0.646,42.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-27.61,5
699,0.895,1114,1844,0.02825,,,,,,,,8.77,,0.56,13.3685,,,,,0.85725327,1.5,0.315,-0.05,,,3517,,,,,89.273,-36.66,-27.41,-35.16,-29.87,-39.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.1,5.5,,,,
700,0.218,1112,586,0.01363,,,,,,,,7.75,,1.17,12.4911,,,,,1.18682109,1.5,0.32,-0.01,,,5101,,,,,97.634,-35.91,-27.41,-37.42,-29.93,-40.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.2633,45,,,,,,,,,,,,,,,,
701,0.145,1070,1069,0.03969,,,,,,,,7.43,,1.22,13.3908,,,,,1.38445552,0.7,0.194,0.03,,,3751,,,,,82.233,-35.3,-27.21,-36.06,-27.89,-37.78,,,,,,,,,12,5.8,,,,,-27.63,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
702,0.367,496,1371,0.023,,,,,,,,7.87,,0.76,13.6367,,,,,0.92285764,0.6,0.182,-0.3,,,3488,,,,,72.633,-35.95,-27.18,-39.78,-29.51,-36.29,,,,,,,,,,,,,,,,,,,,,7.423,5.3238,,,,,,,,,,,,,,,,,,,,,,,,
703,0.131,1394,1536,0.02506,,,,,,,,8.79,,1.12,13.2061,,,,,0.98865533,0.8,0.153,-0.19,,,3682,,,,,65.62,-35.24,-27.18,-36.35,-28.08,-37.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-27.41,5
704,0.144,835,1713,0.02713,,,,,,,,8.84,,1.17,12.7125,,,,,0.39541385,1.3,0.153,-0.24,,,3433,,,,,70.623,-35.38,-27.18,-36.62,-28.63,-39.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.275,9.4,,,,,,,,
705,0.27,1502,1392,0.03442,,,,,,,,8.05,,1.07,12.3934,,,,,0.59304838,0.6,0.188,-0.17,,,3354,,,,,75.343,-36.04,-27.25,-37.21,-27.12,-38.91,,,,,,,,,,,,,,,,,-24.2519,25,,,,,,,,,,,,,,,,,,,,,,,7.9,5.5,,,,
706,0.146,1511,810,0.03343,,,,,,,,8.57,,0.91,11.8257,,,,,0.65886223,1.2,0.282,-0.49,,,5057,,,,,72.686,-34.12,-27.4,-39.32,-29.59,-40.23,,,,,,,,,,,,,,,-28.41,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
707,0.141,429,486,0.04693,,,,,,,,8.85,,0.51,13.2154,,,,,1.18580729,3.1,0.176,-0.65,,,3017,,,,,73.36,-34.73,-27.4,-37.12,-29.29,-38.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
708,0.136,1386,1376,0.07619,,,,,,,,8.2,,1.07,14.3156,,,,,0.39522087,3.1,0.697,-0.19,,,4528,,,,,76.321,-35.59,-27.4,-38.05,-27.44,-38.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-27.56,5
709,0.071,882,1572,0.06576,,,,,,,,7.71,,0.81,13.0824,,,,,0.65862108,1.3,0.153,-0.11,,,3742,,,,,81.086,-35.89,-27.4,-39.53,-28.01,-41.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.097,25,,,,,,,,,,,,
710,0.078,871,1271,0.05122,,,,,,,,7.46,,0.89,12.0185,,,,,1.05366518,2.2,0.235,-0.18,,,6188,,,,,88.333,-35.95,-27.45,-35.01,-28.15,-36.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.7,5,,,,
711,0.093,364,1578,0.04495,,,,,,,,7.45,,0.81,12.8765,,,,,1.18522875,1.4,0.276,0.27,,,2577,,,,,82.143,-35,-27.46,-35.78,-27.81,-38.34,,,10.1461,12.4,,,,,,,,,,,-27.25,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
712,0.076,1416,1184,0.01573,,,,,,,,7.78,,1.09,10.9135,,,,,2.10681636,1,0.306,-0.12,,,3286,,,,,75.464,-35.2,-27.46,-35.67,-28.09,-35.3,,,,,,,,,,,,,,,,,,,,,,,,,-6.852387352,26.7,,,,,,,,,,,,,,,,,,,,
713,0.215,964,1466,0.03247,,,,,,,,7.95,,0.86,12.8653,,,,,0.65829983,1.9,0.197,-0.25,,,4846,,,,,60.233,-36.29,-27.46,-37.29,-27.37,-35.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.145,14.1,,,,,,,-27.57,5
714,0.114,687,1614,0.01784,,,,,,,,8.9,,0.76,13.3274,,,,,0.85568543,5.3,0.215,0.01,,,5360,,,,,60.849,-36.08,-27.82,-36.53,-28.88,-38.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.738317757,2.6,,,,,,
715,0.136,1271,1620,0.0252,,,,,,,,8.26,,0.76,12.5471,,,,,1.18465077,2.7,0.276,0.01,,,5285,,,,,72.469,-34.03,-28.35,-37.76,-29.58,-36.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5,5.5,,,,
716,0.058,416,688,0.04311,,,,,,,,8.73,,0.79,12.8453,,,,,0.59225318,1.1,0.218,0.13,,,4608,,,,,78.71,-34.9,-28.35,-37.19,-29.39,-36.74,,,,,,,,,,,,,,,-26.66,5,,,,,,,20.8768,3.687425,,,,,,,,,,,,,,,,,,,,,,
717,0.136,1002,1055,0.01472,,,,,,,,8.72,,0.66,12.7193,,,,,0.98696833,2,0.168,-0.18,,,4687,,,,,78.137,-36.88,-28.35,-36.4,-31.24,-33.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
718,0.152,1184,613,0.01473,,,,,,,,8.4,,0.74,12.7537,,,,,0.72368857,0.5,0.182,-0.23,,,4085,,,,,66.423,-34.32,-28.35,-35.5,-30.86,-36.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-27.14,5
719,0.376,1154,519,0.01903,,,,,,,,8.59,,0.71,11.851,,,,,0.78938224,0.5,0.209,-0.21,,,3874,,,,,72.717,-34,-27.98,-36.67,-28.68,-36.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
720,0.227,924,811,0.01895,,,,,,,,8.09,,0.76,12.1223,,,,,1.18392909,1.6,0.191,-0.21,,,3751,,,,,80.324,-35.69,-27.95,-38.74,-29.05,-37.35,,,,,10.9,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
721,0.124,500,990,0.01158,,,,,,,,9.12,,0.56,12.4486,,,,,0.39459495,1.1,0.194,-0.17,,,3101,,,,,75.962,-36.1,-27.95,-37.78,-29.33,-37.94,,,,,,,,,,,,,,,-27.25,5,,,,,,,,,,,,,,,,,,,,,,,,,8.1,5.5,,,,
722,0.215,932,1437,0.01479,,,,,,,,8.29,,1.24,12.6696,,,,,0.92060941,0.7,0.215,-0.17,,,3403,,,,,81.788,-36.23,-27.95,-35.88,-27.98,-37.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7,12.75,,
723,0.24,602,1072,0.06649,,,,,,,,7.84,,0.99,13.4148,,,,,1.0519969,0.4,0.179,-0.17,,,3587,,,,,82.273,-36.16,-28.23,-36.42,-28.49,-38.9,,,10.0496,12.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-27.83,5
724,0.111,352,1150,0.13718,,,4.63,,,,,7.95,,0.89,13.6175,,,,,0.85464339,0.8,0.206,-0.21,,,3590,,,,,85.55,-35.52,-28.53,-37.17,-30.25,-37.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
725,0.141,761,580,0.0215,,,5.79,,,,,8.39,,0.51,15.4312,,,,,1.18320829,0.7,0.132,-0.36,,,3076,,,,,81.606,-35.97,-28.53,-34.14,-28,-36.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
726,0.247,978,1080,0.02462,,,5.66,,,,,9.41,,0.58,13.4049,,,,,1.18306424,0.5,0.132,-0.43,,,2597,,,,,74.107,-35.81,-28.53,-37.6,-27.37,-36.77,,,,,,,,,,,,,,,-27.44,5,,,,,,,,,,,,,,,,,,,,,,,,,8.2,5,,,,
727,0.071,643,1048,0.03456,,,5.16,,,,,7.7,,0.94,12.5413,,,,,1.38007359,1.6,0.159,-0.47,,,3803,,,,,73.625,-33.5,-28.51,-35,-27.78,-35.95,,,,,,,,,12,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.548387097,2.6,,,,,,
728,0.184,753,1346,0.0339,,,5.45,,,,,8.22,,0.71,13.0904,,,,,0.52567833,2.2,0.412,-0.37,,,3495,,,,,69.224,-34.41,-28.04,-35.09,-29.12,-37.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-26.03,5
729,0.072,748,878,0.03297,,,5.01,,,,,9.1,,0.97,13.6872,,,,,0.85412332,1.7,0.353,-0.36,,,3273,,,,,83.51,-34.5,-28.04,-36.65,-28.41,-38.78,,,,,,,,,,,,,,,,,,,,,7.7732,5.3238,,,,,,,,,,,,,,,,,,,,,,,,
730,0.074,892,1486,0.0258,,,5.71,,,,,9.66,,1.09,13.4188,,,,,0.91971318,1.9,0.144,0.2,,,4623,,,,,63.493,-34.3,-28.04,-38.28,-30.34,-37.57,,,,,,,,,,,,,,,,,-24.164,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
