PAGES ID,Arc_1,Arc_2,Arc_3,Arc_4,Arc_5,Arc_6,Arc_7,Arc_8,Arc_9,Arc_10,Arc_11,Arc_12,Arc_13,Arc_14,Arc_15,Arc_16,Arc_17,Arc_18,Arc_19,Arc_20,Arc_21,Arc_22,Arc_23,Arc_24,Arc_25,Arc_26,Arc_27,Arc_28,Arc_29,Arc_30,Arc_31,Arc_32,Arc_33,Arc_34,Arc_35,Arc_36,Arc_37,,Arc_38,,Arc_39,,Arc_40,,Arc_41,,Arc_42,,Arc_43,,Arc_44,,Arc_45,,Arc_46,,Arc_47,,Arc_48,,Arc_49,,Arc_50,,Arc_51,,Arc_52,,Arc_53,,Arc_54,,Arc_55,,Arc_56,,Arc_57,,Arc_58,,Arc_59,
1610,0.085,1309,810,0.02028,-28.4,0.95,5.45,0.94,1.107,491,-34.05,8,8.8471,0.64,11.819,868,-15.49,-18.77,689,0.94942922,1.1,0.569,0,1190,1.06,6581,-38.02,-38.17,-34.31,2.1,80.762,-37.39,-28.45,-35.51,-30.08,-41.96,,,,,,,,,,,,,,,,,,,,,,,,,-6.460699253,24.15,14.4,15,,,,,,,,,,,,,,,,,,
1611,0.085,1095,1416,0.03283,-29.1,0.98,5.19,0.94,0.924,797,-34.5,7.23,8.9661,0.91,13.0643,360,-16.46,-18.82,969,0.94932487,4.1,0.556,-0.1,963,1.55,3965,-37.13,-37.84,-34.6,2.13,85.76,-36.52,-28.08,-36.9,-28.59,-37.7,,,,,,,,,,,,,,,-27.81,5,,,,,,,,,,,,,,,,,,,,,1.133,5.5,,,,,,,,
1612,0.056,689,1298,0.01677,-30.5,1.03,5.35,0.9,0.969,630,-35.87,6.64,8.7646,0.79,13.3711,1163,-16.67,-18.74,910,0.7712417,3.6,0.203,-0.14,1381,0.76,4276,-37.59,-37.06,-34.54,1.98,102.188,-35.83,-28.19,-34.8,-30.3,-37.89,,,9.60502,16.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.573770492,1.6,7.5,3,,,,
1613,0.053,1396,872,0.01418,-30.5,1.03,4.72,0.99,0.903,343,-35.77,8.49,9.7291,0.48,13.063,1465,-16.57,-20.29,923,0.83047671,4,0.353,-0.07,1765,1.03,5470,-37.72,-36.44,-34.09,2.43,87.64,-35.73,-28.24,-35.56,-28.06,-37.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-27.55,5
1614,0.05,554,932,0.00996,-30.3,0.9,5.09,1.01,1.174,533,-35.38,6.04,7.8132,0.58,12.4796,505,-16.68,-20.63,747,1.30489145,3.3,0.265,-0.08,808,0.63,6104,-36.22,-36.42,-33.88,2.09,98.862,-36.28,-28.3,-36.56,-29.55,-36.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1615,0.051,709,656,0.06526,-30.1,0.98,4.78,1.04,1.008,507,-34.18,6.67,8.5895,0.71,11.5247,1436,-15.4,-19.03,552,1.00821444,1.9,0.238,-0.06,899,0.66,4116,-36.42,-35.62,-33.66,1.97,116.222,-35.43,-28.25,-35.23,-29.99,-34.93,,,,,,,,,,,,,-0.628,26.5,,,,,-16.13462,10,,,,,,,,,,,,,,,,,,,,,7.3,3.5,,,,
1616,0.097,1021,1004,0.06084,-28.2,1.02,5.32,1.12,1.124,543,-34.71,6.58,8.7613,0.58,12.1874,864,-15.93,-17.36,557,1.24530456,1.2,0.45,0.04,1319,0.69,4361,-35.61,-34.84,-33.57,2.37,93.88,-35.72,-28.15,-38.44,-27.79,-38.27,,,,,,,,,,,,,,,-28.8,5,,,,,,,,,,,,,,,,,,,,,1.123,8.2,,,,,,,,
1617,0.06,770,444,0.02127,-28.7,0.98,5.41,1.11,1.183,249,-32.78,8.2,9.5309,0.61,12.7831,810,-15.72,-17.05,846,0.94869926,0.1,0.573,0.01,1580,1.08,2768,-35.12,-34.79,-34.09,2.17,82.37,-34.77,-28,-36.54,-29.12,-36.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1618,0.42,327,1249,0.0937,-29.8,1.06,4.72,1.18,1.123,551,-33.59,6.49,9.2336,0.51,12.0844,1367,-15.66,-17.56,890,0.7707335,1.3,0.622,-0.05,837,0.69,2879,-35.28,-34.96,-34.25,2.07,91.769,-34.73,-27.95,-34.68,-29.59,-39.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-26.99,5
1619,0.061,662,1474,0.02107,-30.7,1.03,4.94,1.11,0.947,933,-34.03,8.52,9.0354,0.61,11.5174,650,-15.74,-18.04,785,1.51331502,6.9,0.384,-0.12,609,1.62,3109,-36.2,-35.24,-34.05,1.98,95.241,-34.66,-27.96,-35.64,-30.05,-39.35,,,,,,,13.76,19.425,,,14.9697,13.5833333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.4,3.5,,,,
1620,0.073,684,1402,0.01693,-30.2,0.93,4.47,1.16,1.122,674,-35.39,7.7,9.0222,0.64,10.8367,100,-15.35,-19.51,686,1.90643199,1.8,0.523,-0.15,235,0.69,3482,-36.32,-35.63,-34.06,2.06,100.885,-34.57,-28.09,-37.02,-29.6,-37.44,,,,,,,,,12.2,6.25,,,,,,,,,,,6.6389,2.6257,,,,,,,,,,,,,,,,,11.11111111,1.6,,,,,,
1621,0.073,936,905,0.01845,-29.8,1.04,5.05,1.15,1.03,393,-35.41,7.87,9.1973,0.74,12.4654,1199,-15.33,-21.89,987,1.19667626,1.9,0.603,-0.09,907,1.03,3076,-36.31,-35.3,-33.59,2.46,108.353,-35.64,-28.25,-34.96,-29.65,-39.3,,,,,,,,,,,,,,,-27.32,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1622,0.078,225,617,0.01436,-30.6,0.93,5.19,1.08,1.14,411,-34.34,8.59,9.6036,0.74,12.0099,610,-15.91,-20.01,964,0.84551291,4.1,0.426,-0.07,646,0.55,5910,-36.59,-34.49,-33.92,2.33,80.88,-37.13,-28.24,-36.36,-28.38,-39.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.8,3,,,,
1623,0.054,511,704,0.09793,-31,0.94,4.63,0.76,0.957,273,-35.38,8.33,9.1742,0.76,11.9375,1646,-15.82,,1113,0.72841639,1.7,0.397,-0.06,1345,0.45,4305,-37.87,-33.98,-35.84,2.36,79.32,-34.69,-28.32,-36.71,-29.96,-37.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-27.28,5
1624,0.033,658,807,0.02613,-28.9,0.95,4.49,0.93,1.188,459,-35.52,7.47,9.151,0.48,11.9153,1975,-16.14,-17.93,1142,0.36348648,1.3,0.347,-0.03,1431,0.61,6202,-38.13,-34.96,-36.87,2.1,79.5,-34.8,-28.62,-37.56,-27.74,-38.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1625,0.044,547,759,0.03703,-29.4,0.85,4.7,1.06,1.073,596,-35.69,7.4,9.2006,0.61,12.3671,2070,-15.4,-18.7,1108,0.33386127,1.6,0.438,0.03,1500,0.61,4729,-37.99,-37.51,-36.6,2.16,83.654,-34.41,-28.97,-38.49,-27.01,-41.87,,,,,,,,,,,,,,,,,,,-16.031675,10,,,,,,,15.2,15,,,,,,,,,,,,,7.8,3,,,,
1626,0.066,678,827,0.04553,-28.7,0.88,4.9,0.97,1.156,577,-35.28,8.25,9.0949,0.84,13.036,2006,-16.01,-21.04,1292,1.4310058,1.7,0.382,0.09,1288,0.64,4584,-37.6,-38.13,-36.56,1.95,67.909,-33.85,-29.21,-37.37,-28.56,-39.99,,,,,,,,,,,,,,,-27.7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1627,0.056,734,1164,0.05859,-29.6,0.82,5.28,0.88,0.879,886,-36.37,8.7,9.1709,0.46,12.1068,738,-15.85,-19.25,1146,0.66771802,1.6,0.662,-0.06,972,1.01,5613,-36.16,-38.56,-35.71,2.22,83.92,-33.53,-31.03,-35.72,-30.53,-40.89,,,,,,,,,,,15.5328,6.6666666667,,,,,,,,,,,,,,,,,,,,,,,,,1.193,8.2,,,,,,,,
1628,0.038,507,618,0.02565,-29.7,0.79,5.41,0.97,1.118,527,-35.65,8.74,8.8802,1.57,13.0358,620,-15.54,-20.04,1008,1.53197161,1.5,0.567,-0.09,557,0.98,5278,-35.34,-38.08,-34.3,2.32,78.722,-34.69,-30.85,-36.21,-29.73,-39.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.57401813,1.6,8.2,3,,,-27.35,5
1629,0.046,633,770,0.03018,-31.3,0.81,5.16,1.06,0.917,526,-35.13,9,9.554,0.86,13.4015,1279,-16.3,-18.93,1136,1.61951292,8.2,0.459,0.03,936,0.96,5426,-36.48,-36.13,-33.45,2,76.929,-35.19,-30.43,-37.54,-30.36,-37.7,,,10.1342,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630,0.061,865,627,0.02385,-32.3,0.81,5.46,1.07,1.038,312,-33.36,8.35,8.8108,0.76,11.7416,1924,-16.77,-20.01,787,1.13889034,2.2,0.394,0.02,1593,1.37,3992,-38,-34.65,-33.86,2.15,77.235,-34.11,-29.62,-35.37,-29.15,-35.88,,,,,,,,,,,,,,,,,-23.5986,25,,,,,25.7042,3.1151537662,,,,,15.0765,37.5,,,,,,,,,,,,,,,,
1631,0.025,393,299,0.01918,-30.9,0.71,5.21,0.93,1.056,177,-34.18,9.05,9.5739,1.04,12.3501,1172,-16.94,-21.05,1114,1.05008577,1.7,0.4,0.07,1186,0.76,3788,-37.39,-33.97,-34.68,1.96,90.636,-35.77,-29.3,-38.97,-29.67,-36.93,,,,,,,,,,,,,,,-28.08,5,,,,,,,,,,,,,,,,,,,,,,,,,7.7,3,,,,
1632,0.054,731,491,0.01447,-30.1,0.92,6.01,1.05,0.958,134,-34.31,6.78,8.0841,0.81,12.8055,415,-16.33,-19.76,1165,1.67754215,5.1,0.323,-0.11,564,0.76,3568,-37.13,-36.56,-34.24,2.14,76.783,-34.83,-29.05,-36.8,-29.6,-37.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.243,5.5,,,,,,,,
1633,0.044,603,724,0.00989,-28.9,0.78,5.34,1.07,0.985,516,-34.54,6.06,8.0114,0.86,11.4726,1296,-17.21,-20.31,819,0.99091451,8.1,0.322,-0.13,761,0.54,4486,-37.5,-37.95,-33.54,2.66,73.762,-36.64,-29.2,-38.96,-30.05,-36.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-28.03,5
1634,0.036,709,314,0.0144,-29.1,0.81,5.64,1.14,0.989,156,-35.73,7.83,9.1081,0.91,12.2385,590,-16.54,-18.33,1162,1.17682364,0.4,0.538,-0.16,1063,0.96,2878,-37.93,-37.14,-33.79,2.26,75.72,-36.12,-29.32,-39.83,-29.78,-40.56,,,,,,,,,,,,,,,,,,,,,6.4874,2.62569,24.1231,3.10056,-6.497890759,24.175,,,,,,,62.032,25,,,,,,,7.9,3,,,,
1635,0.061,972,740,0.0205,-29.1,0.58,5.84,0.88,0.888,421,-36.06,7.82,8.2261,0.71,11.6774,467,-17.79,-19.15,823,1.96290866,1.2,0.335,-0.12,745,0.88,3589,-37.05,-37.38,-34.77,2.12,66.1,-36.69,-29.71,-35.83,-28.5,-36.99,3.1128065341,30,,,,,,,,,15.6362,9,,,,,,,-16.167285,10,,,,,,,,,,,,,,,,,,,,,,,,,,
1636,0.063,1127,1328,0.05385,-30.6,0.72,5.35,1.28,1.194,651,-34.82,9.23,8.6159,0.81,12.5904,220,-17.5,,1018,2.01150875,1.8,0.445,-0.08,492,0.57,4434,-36.46,-36.4,-35.02,2.16,64.158,-36.71,-29.4,-40.12,-30.98,-38.55,,,,,,,,,,,,,,,-26.83,5,,,,,,,,,,,,,,,,,,,,,,,6.840390879,1.6,,,,,,
1637,0.036,1473,1700,0.04857,-30.8,0.78,5.24,1.33,1.088,610,-35.92,7.56,8.6787,0.79,13.2545,321,-16.68,-20.47,991,0.73636762,1.7,0.401,-0.07,1067,0.79,5205,-37.2,-36.74,-35.17,1.96,64.5,-35.34,-28.59,-38.7,-30.31,-38.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.8,3,3.1,9,,
1638,0.073,750,995,0.00761,-29.8,0.89,5.19,1.27,1.21,530,-38.1,6.52,8.4177,1.04,12.2123,1285,-16.09,-18.61,1019,1.43363998,2,0.344,-0.08,1006,0.59,4524,-37.9,-38.16,-35.27,1.88,80.542,-35.44,-28.8,-39.06,-29.55,-37.66,,,,,,,,,,,,,,,,,,,,,,,19.3515,3.09476,,,,,,,,,,,,,1.283,5.5,,,,,,,-27.9,5
1639,0.061,1293,722,0.06686,-27.8,0.75,4.38,1.22,1.065,429,-37.73,7.5,8.4408,0.71,12.7763,781,-17,-18.56,1251,0.48071699,1.3,0.304,-0.07,1430,0.39,3946,-38.53,-38.99,-35.46,2.05,65.867,-37.44,-28.92,-34.93,-27.52,-37.91,,,,,,,13.31,19.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1640,0.039,1535,551,0.03571,-29,0.68,5.18,1.15,1.404,248,-35.56,9.54,9.3063,0.58,13.6804,1090,-17.24,-18.96,1241,0.49123685,1.3,0.362,-0.08,1121,0.59,3388,-37.63,-38.27,-36.29,2.33,59.615,-37.88,-27.9,-36.98,-28.47,-40.66,,,,,,,,,,,,,,,,,,,,,,,,,,,15.1,15,,,,,,,,,,,,,7.4,3,,,,
1641,0.052,1278,458,0.02739,-31.3,0.72,4.75,1.22,0.82,288,-35.43,6.43,8.1568,0.58,10.8923,603,-16.11,-18.85,671,1.57002282,2.8,0.326,-0.04,1098,0.71,5342,-37.24,-37.41,-35.93,2.36,59.435,-35.04,-27.67,-35.97,-28.22,-38.95,,,,,,,,,,,,,-0.615,20,-29.24,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1642,0.088,376,325,0.05329,-28.7,0.66,4.85,1.1,0.931,267,-34.86,7.82,8.2955,0.51,11.6197,-273,-15.71,-16.41,685,1.29533465,4.6,0.234,,137,0.55,4303,-37.86,-37.68,-34.74,2.31,63.318,-34.1,-27.24,-40.98,-31.14,-35.95,,,,,,,,,,,,,,,,,,,,,,,26.9,3.08884,,,,,,,,,,,,,,,,,,,,,,
1643,0.048,646,608,0.02892,-29.8,0.6,4.91,1.07,1.239,311,-35.72,6.41,8.4408,0.66,12.9485,-214,-16.33,-18.06,858,1.60143067,2.7,0.216,0.05,785,1.39,3832,-37.29,-38.05,-33.27,2.24,64.143,-34.56,-27.56,-37.66,-30.43,-35.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.243,5.45,,,8.2,3,,,-27.21,5
1644,0.143,394,252,0.05946,-30.4,0.72,4.57,1.17,1.047,204,-35.94,7.44,9.0387,0.81,11.2517,911,-15.61,-17.87,587,1.35536175,4.7,0.296,-0.07,981,0.8,4604,-36.82,-38.05,-32.53,2.33,65.381,-35.75,-27.81,-39.07,-29.35,-41.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.191950464,1.6,,,,,,
1645,0.069,956,675,0.0404,-28.4,0.57,4.97,1,1.097,526,-34.91,6.2,8.573,0.64,11.2855,-255,-15.31,-19.38,519,0.7954745,2,0.278,0,681,0.88,4529,-36.78,-37.31,-31.9,2.28,64.4,-36.84,-30.06,-37.15,-30.2,-40.05,,,,,,,,,,,,,,,,,,,-16.13858,10,,,,,,,,,,,,,,,,,,,,,,,,,,
1646,0.059,936,920,0.04727,-27.8,0.66,4.94,0.91,0.933,633,-34.05,6.58,8.8769,0.69,12.2119,941,-16.57,-20.06,860,0.62854784,1.5,0.265,-0.11,1082,1.15,3178,-37.12,-36.61,-33.82,2.04,65.621,-37.16,-29.89,-35.82,-29.39,-38.11,,,10.5092,17.4,,,,,,,,,,,-28.36,5,,,,,,,24.9698,3.08288,,,,,,,,,,,,,,,,,8.4,3,,,,
1647,0.059,606,865,0.03583,-26.3,0.76,5.22,0.91,0.868,576,-35.59,6.13,8.2228,0.81,12.45,1221,-15.7,-18.75,954,1.2379109,1.7,0.265,-0.11,605,1.02,4642,-36.46,-37.02,-35.06,2.22,65.684,-37.99,-29.65,-36.57,-28.88,-37.03,,,,,,,,,,,,,,,,,,,,,6.7329,2.62569,,,,,,,,,,,,,,,,,,,,,,,,
1648,0.067,534,1257,0.01832,-30.5,0.8,5.12,1.01,1.035,797,-37.45,7.99,8.7976,0.84,13.5249,1161,-15.24,-18.49,1097,0.97196594,1,0.171,-0.1,768,0.45,4039,-36.16,-39.11,-35.23,2.03,76.375,-36.57,-29.43,-35.08,-28.58,-39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-27.62,5
1649,0.073,925,689,0.01912,-31.1,0.77,5.07,1.03,0.948,454,-34.48,8.37,9.1775,0.58,12.7346,1314,-15.25,-18.43,1108,1.30580283,4,0.218,-0.17,1095,0.75,3868,-36.25,-39.44,-35.25,2.38,70,-35.77,-29.35,-33.77,-27.68,-38.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.243,8.25,,,8.1,3,,,,
1650,0.074,685,1160,0.01069,-30.8,0.87,5.46,0.99,1.184,641,-33.46,8.02,8.7877,0.69,11.7655,1138,-15.1,-19.63,1021,1.09902387,1.4,0.329,-0.2,699,0.49,3087,-37.45,-38.8,-33.6,2.15,69.758,-37.32,-29.24,-34.51,-29.51,-37.05,,,,,,,,,,,15.5125,15.3333333333,,,,,,,,,,,27.5818,3.0768,,,,,,,,,,,,,,,,,,,,,,
1651,0.029,667,589,0.01452,-30,0.75,5.92,0.78,0.964,529,-33.39,8.7,8.8934,0.64,12.7865,664,-16.63,-18.9,1212,0.70682306,3.1,0.447,-0.17,1126,0.43,3563,-38.45,-38.31,-34.8,2.14,71.6,-37.12,-29.13,-36.49,-29.74,-37.14,,,,,,,,,,,,,,,-28.51,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1652,0.046,1303,623,0.02753,-28.2,0.56,5.28,0.82,1.002,450,-33.86,9.48,9.5607,0.91,12.7348,1151,-16.75,-19.55,975,0.52000082,3.8,0.553,-0.18,1085,0.34,3665,-37.67,-36.84,-35.57,2.15,63.065,-35.84,-29.03,-36.45,-26.95,-39.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.469055375,1.6,7.7,3,,,,
1653,0.032,580,1116,0.0214,-27.5,0.84,5.04,1.08,0.993,709,-34.88,7.15,8.6556,0.84,12.3955,1451,-16.83,-17.83,964,1.13888474,0,0.323,-0.07,783,0.4,3326,-37.42,-35.67,-35.04,2.42,77.727,-35.51,-28.58,-38.1,-28.29,-39.74,,,,,,,,,,,,,,,,,,,,,,,25.8535,3.07056,,,,,,,,,,,,,,,,,,,,,-28.04,5
1654,0.028,1178,1101,0.04514,-29.4,0.65,4.95,1.07,1.119,811,-35.41,7.27,8.7547,0.58,12.4013,1350,-15.96,-18.8,1131,1.21025098,5.1,0.435,-0.16,1434,0.82,5035,-37.48,-36.44,-35.13,2.78,63.292,-35.68,-28.47,-37.61,-28.83,-36.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1655,0.046,999,604,0.04827,-29.9,0.7,4.79,1.01,1.127,232,-34.93,8.89,9.8381,0.53,14.1424,1973,-16.17,-19.79,1375,0.51009601,2.1,0.335,-0.15,1511,0.83,4347,-38.09,-37.66,-35.28,2.41,59.619,-36.65,-28.31,-35.79,-28.41,-38.33,,,,,,,,,,,,,-0.64,13.5,,,-24.4806,25,-15.99703,10,,,,,,,13.4,15,,,391,39.7355769231,,,,,,,,,7.6,3.5,,,,
1656,0.067,1057,1312,0.07,-29.9,0.76,4.99,1.14,1.05,674,-35.01,8.09,8.9165,0.81,13.1219,892,-16.4,-20.2,1374,2.07352483,1.5,0.359,-0.11,1002,0.45,2933,-36.04,-38.2,-35.83,2.19,81.194,-35.92,-28.48,-40.5,-26.82,-40.35,,,,,,,,,,,,,,,-28.33,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1657,0.03,414,1029,0.03502,-29.7,0.7,5.06,1.1,1.257,621,-34.54,8.32,9.1676,0.84,13.6012,2127,-16.92,-17.32,1171,1.14589273,5.6,0.306,-0.09,1086,0.28,2878,-35.43,-37.45,-35.58,2.24,85.525,-35.79,-28.67,-33.34,-27.38,-36.76,,,,,,,,,,,,,,,,,,,,,,,20.0045,3.06428,,,,,,,,,,,,,,,,,,,,,,
1658,0.029,900,1495,0.05299,-29.7,0.77,4.6,0.91,1.127,980,-35.09,8.59,9.0586,0.89,13.1778,2062,-16,-18.36,1486,0.99268057,0.7,0.365,-0.04,592,0.34,3690,-36.53,-35.94,-35.21,2.13,72.651,-34.97,-29.96,-36.22,-28.65,-37.47,,,,,,,,,,,15.5403,6.6666666667,,,,,,,,,,,,,,46,,,,,,,,,,,,,,,,,,,-26.52,5
1659,0.067,1315,1302,0.0405,-30.8,0.64,4.63,0.96,1.338,941,-34.58,8.02,8.7513,0.58,11.8104,1849,-15.88,-19,1221,0.48146521,2.7,0.212,0.09,1120,0.65,4909,-36.13,-35.37,-34.78,2.1,64.161,-36.39,-29.82,-38.86,-29.58,-39.89,,,,,,,13.35,19.905,,,,,,,,,,,,,,,,,,,,,,,,,72.915,25,,,,,,,7.4,3.5,,,,
1660,0.029,640,926,0.03897,-31,0.75,4.65,1.26,1.112,797,-33.62,8.2,8.8637,0.69,14.3597,1830,-15.62,-19.19,1340,1.11286822,5.7,0.335,-0.06,1031,0.39,3375,-37.31,-35.4,-34.27,1.92,72.346,-36.42,-29.65,-35.61,-27.93,-37.39,,,,,,,,,,,,,,,,,,,,,7.2932,2.6257,,,,,,,,,,,,,,,1.443,8.3,11.11111111,1.6,,,,,,
1661,0.094,1186,871,0.04761,-30.9,0.68,4.63,1.25,1.151,727,-35.21,8.15,8.9396,0.89,12.9785,165,-15.43,-19.13,1090,0.48122925,2,0.247,-0.05,628,0.38,3393,-37.78,-35.44,-33.81,2.12,73.818,-36.49,-30.27,-37.24,-28.37,-38.71,,,,,,,,,,,,,,,-27.54,5,,,,,,,26.9386,3.05784,,,,,,,,,,,,,,,,,,,,,,
1662,0.081,1123,862,0.07647,-30.6,0.77,4.47,1.22,1.331,681,-36.76,7.33,8.6225,0.99,13.1563,761,-16.21,-18.16,1078,0.60301329,3.2,0.229,-0.08,939,0.41,6621,-37.29,-35.24,-34.11,1.98,60.16,-36.25,-30.29,-37.73,-28.26,-40.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.1,3,,,,
1663,0.046,1079,1084,0.04058,-29.4,0.71,4.23,1.32,0.884,613,-34.49,7.45,8.682,0.94,11.8641,1202,-15.86,-18.05,1081,0.66184988,3.2,0.335,-0.02,577,0.45,3513,-35.72,-34.64,-35.3,2.15,61.545,-33.95,-30.09,-33.86,-28.52,-38.93,,,10.1751,17.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-27.8,5
1664,0.04,962,1061,0.05861,-28.8,0.69,4.3,1.09,1.084,572,-33.94,8.79,9.3426,0.81,13.6856,2072,-15.82,-17.91,1087,0.66296483,3.9,0.529,-0.01,1364,0.36,4847,-35.93,-35.01,-34.5,2.03,64.914,-33.45,-29.57,-37.51,-27.42,-37.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1665,0.047,995,982,0.0367,-31,0.8,4.53,1,1.055,600,-34.39,8.45,9.5871,0.66,14.74,742,-16.1,-16.57,1112,0.69101059,0.8,0.362,-0.01,1447,0.74,4323,-37.37,-35.86,-34.38,2.58,60.52,-35.07,-29.45,-35,-28.03,-37.41,3.409054706,30,,,,,,,,,,,,,,,,,-16.040584,10,,,24.7224,3.05128,,,,,,,,,,,,,1.333,5.5,,,6.6,3,,,,
1666,0.073,1329,762,0.02579,-29.9,0.84,4.76,1.08,0.976,630,-35.13,7.89,9.5243,0.79,12.2763,858,-16.09,-18.02,1115,0.48190221,1.6,0.613,-0.09,1441,0.68,9495,-36.73,-36.66,-35.7,2.52,87.929,-35.93,-30.58,-35.37,-27.51,-38.51,,,,,,,,,,,15.6259,8.6666666667,,,-28.55,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1667,0.077,1549,646,0.01486,-29.6,0.92,5.05,0.94,0.861,225,-33.31,7.54,8.3318,0.64,11.3778,1196,-17.24,-16.55,1114,1.20318625,2,0.429,-0.03,1769,0.61,4530,-36.99,-37.08,-35.92,2.23,84.741,-36.33,-30.29,-33.67,-26.62,-35.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1668,0.031,1376,895,0.01642,-31.7,0.73,4.99,1.08,1.082,520,-35.02,7.37,9.0982,0.97,13.5052,783,-16.37,-18.03,1375,0.60206066,1.1,0.503,0.01,1288,1.13,3346,-36.8,-37.39,-36.08,2.23,76.167,-36.15,-30.02,-40.26,-29.47,-34.45,,,,,,,,,,,,,-0.642,19,,,,,,,,,,,,,,,,,,,,,,,,,8.805031447,1.6,7.6,3,,,-27.18,5
1669,0.061,1328,890,0.04935,-30.2,0.85,5.03,0.91,0.91,678,-34.89,7.78,9.4087,0.69,12.0764,914,-17.57,-16.35,1044,0.56995729,1.2,0.273,0,754,0.62,3703,-38.73,-37.58,-37.73,2.08,74.3,-35.02,-29.35,-37.15,-29.06,-37.72,,,,,,,,,,,,,,,,,,,,,,,19.1212,3.04464,,,,,,,,,,,7.4427,61.2050056458,,,,,,,,,,
1670,0.044,739,1336,0.04783,-29.6,0.79,5.14,0.76,0.857,615,-34.72,7.75,9.1378,0.66,11.9328,1663,-16.73,-16.92,994,0.83999389,1,0.429,-0.07,935,1.14,2330,-39.11,-38.06,-37.21,1.97,74.912,-36.3,-29.24,-36.37,-28.89,-35.78,,,,,,,,,,,,,,,,,,,,,,,,,,,13.9,15,,,,,,,,,,,,,,,,,,
1671,0.028,1124,1519,0.01097,-29.5,0.79,5.48,0.9,0.749,896,-34.37,8.68,9.27,0.66,13.4885,718,-15.82,-17.5,1024,1.02269593,0.9,0.553,-0.07,424,0.4,4684,-37.22,-38.45,-36.29,2.08,83.85,-35.82,-29.14,-39.09,-29.43,-38.2,,,,,,,,,,,,,,,-27.82,5,,,,,,,,,,,,,,,,,,,,,1.293,4.75,,,7.4,3,,,,
1672,0.111,880,1302,0.03296,-29.2,0.82,5,1.05,1.041,793,-34.29,7.4,8.7613,0.53,11.8173,1570,-16.2,-16.81,959,1.80428337,1.2,0.476,0,967,0.57,4894,-36.1,-37.85,-35.85,2.08,69.583,-35.85,-29.44,-36.08,-29.25,-38.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1673,0.048,1490,811,0.02676,-29.6,0.79,4.85,0.94,0.897,571,-34.06,7.4,8.9099,0.79,13.0905,1342,-15.78,-18.53,961,1.2921323,0.8,0.2,0.05,1068,0.76,3392,-37.19,-36.73,-35.59,2.57,69.321,-35.45,-29.52,-37.25,-28.73,-38.8,,,,,,,,,,,,,,,,,,,,,6.5663,2.6257,19.5493,3.03784,,,,,,,,,,,,,,,,,,,3.3,9,-27.66,5
